Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes,Neighborhoods (old),Police Districts,Civic Center Harm Reduction Project Boundary,HSOC Zones,Central Market/Tenderloin Boundary Polygon - Updated
192871062,RC4,19123603,Medical Incident,10/14/2019,10/14/2019,10/14/2019 9:26,10/14/2019 9:27,10/14/2019 9:40,10/14/2019 9:41,10/14/2019 9:45,,,Code 3 Transport,10/14/2019 10:19,MISSION ST/OTTAWA AV,San Francisco,94112,B09,43,6176,3,2,2,TRUE,Non Life-threatening,1,RESCUE CAPTAIN,3,9,11,Excelsior,"(37.713591511938745, -122.44370602978756)",192871062-RC4,6,9,4,7,28861,5,7,,,
192800984,84,19120308,Medical Incident,10/7/2019,10/7/2019,10/7/2019 8:38,10/7/2019 8:39,10/7/2019 8:39,10/7/2019 8:39,,,,Unable to Locate,10/7/2019 8:53,2600 Block of 19TH AVE,San Francisco,94116,B08,40,7414,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,8,7,West of Twin Peaks,"(37.73839377475518, -122.47520833755081)",192800984-84,4,1,5,41,29491,40,8,,,
192922963,KM12,19125883,Medical Incident,10/19/2019,10/19/2019,10/19/2019 17:59,10/19/2019 18:02,10/19/2019 18:03,10/19/2019 18:05,10/19/2019 18:17,10/19/2019 18:37,10/19/2019 18:48,Code 2 Transport,10/19/2019 20:12,500 Block of 7TH AV,San Francisco,94118,B07,31,7131,2,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,7,1,Inner Richmond,"(37.778117274173255, -122.46507048321823)",192922963-KM12,2,11,9,11,54,11,6,,,
200013624,B05,20000431,Alarms,1/1/2020,1/1/2020,1/1/2020 18:53,1/1/2020 18:55,1/1/2020 18:55,1/1/2020 18:57,1/1/2020 18:58,,,Fire,1/1/2020 19:07,1900 Block of GROVE ST,San Francisco,94117,B05,21,4515,3,3,3,FALSE,Alarm,1,CHIEF,2,5,5,Lone Mountain/USF,"(37.77461786469237, -122.44870847276923)",200013624-B05,11,15,8,18,29492,16,5,,,
200383864,75,20016585,Medical Incident,2/7/2020,2/7/2020,2/7/2020 21:53,2/7/2020 21:56,2/7/2020 21:57,2/7/2020 21:58,2/7/2020 22:14,2/7/2020 22:35,2/7/2020 22:51,Code 2 Transport,2/7/2020 23:44,1100 Block of PLYMOUTH AV,San Francisco,94112,B09,15,8473,2,2,2,TRUE,Non Life-threatening,1,MEDIC,1,9,7,Oceanview/Merced/Ingleside,"(37.72286643942117, -122.45607682132247)",200383864-75,4,9,5,24,28861,24,8,,,
200120303,RC3,20004800,Medical Incident,1/12/2020,1/11/2020,1/12/2020 2:27,1/12/2020 2:30,1/12/2020 2:31,1/12/2020 2:31,,,,Code 2 Transport,1/12/2020 2:37,11TH ST/HARRISON ST,San Francisco,94103,B02,29,5112,3,3,3,TRUE,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,2,6,Mission,"(37.77062985313254, -122.41247993514003)",200120303-RC3,9,8,2,20,28853,19,2,,,
193231921,AM110,19139604,Medical Incident,11/19/2019,11/19/2019,11/19/2019 12:35,11/19/2019 12:35,11/19/2019 12:36,11/19/2019 12:37,11/19/2019 12:52,11/19/2019 12:59,11/19/2019 13:29,Other,11/19/2019 14:13,14TH ST/ROSEMONT PL,San Francisco,94103,B02,6,5214,B,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,2,8,Mission,"(37.767938711629824, -122.42553611292583)",193231921-AM110,5,8,7,20,28853,19,4,,,
200131691,T03,20005360,Medical Incident,1/13/2020,1/13/2020,1/13/2020 12:04,1/13/2020 12:05,1/13/2020 12:05,1/13/2020 12:07,,,,Code 2 Transport,1/13/2020 12:07,1400 Block of MARKET ST,San Francisco,94102,B02,36,3219,3,3,3,FALSE,Potentially Life-Threatening,1,TRUCK,4,2,6,Tenderloin,"(37.77591186688677, -122.41846357838125)",200131691-T03,9,7,2,36,28852,36,2,1,1,1
200062326,59,20002484,Medical Incident,1/6/2020,1/6/2020,1/6/2020 14:44,1/6/2020 14:45,1/6/2020 14:46,1/6/2020 14:46,,,,Patient Declined Transport,1/6/2020 14:49,100 Block of LEAVENWORTH ST,San Francisco,94102,B02,3,1546,E,2,2,TRUE,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.782337590077724, -122.41389135199492)",200062326-59,9,7,10,36,28852,36,10,1,1,1
193512903,E03,19152109,Medical Incident,12/17/2019,12/17/2019,12/17/2019 17:10,12/17/2019 17:11,12/17/2019 17:16,12/17/2019 17:16,12/17/2019 17:20,,,Code 2 Transport,12/17/2019 17:33,100 Block of TURK ST,San Francisco,94102,B03,3,1456,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.78316342713403, -122.41159927893747)",193512903-E03,9,14,10,36,28852,36,10,1,1,1
192971876,E10,19128074,Medical Incident,10/24/2019,10/24/2019,10/24/2019 11:51,10/24/2019 11:51,10/24/2019 11:52,10/24/2019 11:52,10/24/2019 11:57,,,Code 2 Transport,10/24/2019 12:20,200 Block of ANZAVISTA AV,San Francisco,94115,B05,10,4364,3,E,3,TRUE,Potentially Life-Threatening,1,ENGINE,2,5,2,Lone Mountain/USF,"(37.780506779474415, -122.44539416064794)",192971876-E10,1,15,8,18,29490,16,5,,,
193622403,81,19156782,Medical Incident,12/28/2019,12/28/2019,12/28/2019 16:47,12/28/2019 16:48,12/28/2019 16:49,12/28/2019 16:50,,,,Fire,12/28/2019 16:58,700 Block of BRANNAN ST,San Francisco,94103,B03,8,2276,2,3,3,TRUE,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.77322321428469, -122.40288929806219)",193622403-81,9,14,2,34,28853,34,2,,,
200210270,66,20008717,Medical Incident,1/21/2020,1/20/2020,1/21/2020 3:32,1/21/2020 3:32,1/21/2020 3:32,1/21/2020 3:32,1/21/2020 3:32,1/21/2020 4:11,1/21/2020 4:24,Code 2 Transport,1/21/2020 5:11,5TH ST/MISSION ST,San Francisco,94103,B03,1,2246,2,2,2,TRUE,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.78273163498648, -122.4064794039556)",200210270-66,9,14,2,34,28853,34,2,1,,1
192772406,E13,19119055,Medical Incident,10/4/2019,10/4/2019,10/4/2019 15:00,10/4/2019 15:01,10/4/2019 15:02,10/4/2019 15:03,,,,Code 2 Transport,10/4/2019 15:32,200 Block of PACIFIC AVE,San Francisco,94111,B01,13,1143,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,3,1,3,Financial District/South Beach,"(37.79778459561637, -122.40028557104694)",192772406-E13,10,3,1,8,28860,6,1,,,
193192566,T11,19137924,Structure Fire,11/15/2019,11/15/2019,11/15/2019 15:44,11/15/2019 15:44,11/15/2019 15:44,11/15/2019 15:45,,,,Fire,11/15/2019 15:47,29TH ST/DOLORES ST,San Francisco,94110,B06,11,5576,3,3,3,FALSE,Alarm,1,TRUCK,2,6,8,Noe Valley,"(37.74383821720997, -122.42438486439309)",193192566-T11,5,2,4,22,63,22,7,,,
200040365,54,20001452,Medical Incident,1/4/2020,1/3/2020,1/4/2020 3:41,1/4/2020 3:41,1/4/2020 3:42,1/4/2020 3:42,1/4/2020 3:50,1/4/2020 4:08,1/4/2020 4:26,Code 2 Transport,1/4/2020 5:00,0 Block of CHRISTMAS TREE POINT RD,San Francisco,94114,B05,24,5268,A,2,2,TRUE,Non Life-threatening,1,MEDIC,1,6,8,Twin Peaks,"(37.7548421480902, -122.44691345331779)",200040365-54,5,2,8,38,63,38,5,,,
200113101,E03,20004694,Structure Fire,1/11/2020,1/11/2020,1/11/2020 20:40,1/11/2020 20:41,1/11/2020 20:41,1/11/2020 20:42,1/11/2020 20:44,,,Fire,1/11/2020 20:48,ELLIS ST/JONES ST,San Francisco,94102,B03,3,1461,3,3,3,TRUE,Alarm,1,ENGINE,2,2,6,Tenderloin,"(37.78486624373789, -122.4127821282671)",200113101-E03,9,7,10,36,28852,36,10,,,1
192843440,E12,19122458,Structure Fire,10/11/2019,10/11/2019,10/11/2019 18:21,10/11/2019 18:23,10/11/2019 18:23,10/11/2019 18:24,,,,Fire,10/11/2019 18:34,FELL ST/ASHBURY ST,San Francisco,94117,B05,21,4514,3,3,3,TRUE,Alarm,1,ENGINE,8,5,5,Lone Mountain/USF,"(37.77279045281099, -122.44749724359163)",192843440-E12,11,15,8,18,29492,16,5,,,
193033186,E36,19131096,Medical Incident,10/30/2019,10/30/2019,10/30/2019 17:26,10/30/2019 17:26,10/30/2019 17:27,10/30/2019 17:27,,,,Code 2 Transport,10/30/2019 17:28,0 Block of GROVE ST,San Francisco,94102,B02,36,1647,C,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,"(37.77883231587925, -122.41564248785478)",193033186-E36,9,7,10,36,28852,36,10,1,1,1
200070139,E07,20002693,Medical Incident,1/7/2020,1/6/2020,1/7/2020 1:40,1/7/2020 1:41,1/7/2020 1:41,1/7/2020 1:44,1/7/2020 1:46,,,Code 3 Transport,1/7/2020 1:52,500 Block of SOUTH VAN NESS AVE,San Francisco,94110,B02,7,5246,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.764373209666395, -122.41747849146803)",200070139-E07,7,8,7,20,28859,19,4,,3,
200170791,RB1,20006976,Water Rescue,1/17/2020,1/17/2020,1/17/2020 8:37,1/17/2020 8:41,1/17/2020 8:42,,,,,SFPD,1/17/2020 8:49,300 Block of THE EMBARCADERO,San Francisco,94111,B03,35,922,3,3,3,FALSE,Fire,1,SUPPORT,7,1,3,Financial District/South Beach,"(37.79786453814357, -122.39670127433216)",200170791-RB1,10,3,1,8,28860,6,1,,,
193141995,E13,19135785,Medical Incident,11/10/2019,11/10/2019,11/10/2019 14:04,11/10/2019 14:04,11/10/2019 14:04,11/10/2019 14:05,11/10/2019 14:09,,,Code 2 Transport,11/10/2019 14:23,400 Block of SUTTER ST,San Francisco,94108,B01,13,1324,B,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.78938388677112, -122.40778695628688)",193141995-E13,10,5,1,8,28857,6,1,,,
193350147,E35,19144396,Medical Incident,12/1/2019,11/30/2019,12/1/2019 1:30,12/1/2019 1:30,12/1/2019 1:30,12/1/2019 1:32,12/1/2019 1:35,,,Code 2 Transport,12/1/2019 1:39,500 Block of HOWARD ST,San Francisco,94105,B03,35,2141,B,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,2,3,6,Financial District/South Beach,"(37.78782466943738, -122.39703243652791)",193350147-E35,9,12,2,8,28855,6,2,,,
200010966,KM01,20000162,Medical Incident,1/1/2020,12/31/2019,1/1/2020 4:41,1/1/2020 4:41,1/1/2020 4:41,1/1/2020 4:42,1/1/2020 4:55,,,SFPD,1/1/2020 5:00,2200 Block of MASON ST,San Francisco,94133,B01,28,1424,B,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,1,3,North Beach,"(37.80407524223381, -122.41335910386894)",200010966-KM01,10,3,1,23,308,23,1,,,
200263483,E28,20011269,Alarms,1/26/2020,1/26/2020,1/26/2020 21:40,1/26/2020 21:41,1/26/2020 21:42,1/26/2020 21:43,1/26/2020 21:45,,,Fire,1/26/2020 21:53,2200 Block of STOCKTON ST,San Francisco,94133,B01,28,1341,3,3,3,FALSE,Alarm,1,ENGINE,1,1,3,North Beach,"(37.80650390638757, -122.41033582206526)",200263483-E28,10,3,1,23,308,23,1,,,
193580008,78,19154895,Medical Incident,12/24/2019,12/23/2019,12/24/2019 0:01,12/24/2019 0:04,12/24/2019 0:04,12/24/2019 0:05,12/24/2019 0:15,12/24/2019 0:35,12/24/2019 0:45,Code 2 Transport,12/24/2019 1:15,700 Block of GOLDEN GATE AVE,San Francisco,94102,B02,5,326,2,2,2,TRUE,Potentially Life-Threatening,1,MEDIC,1,2,5,Western Addition,"(37.780662104249124, -122.42289792441836)",193580008-78,11,7,6,39,28852,41,9,1,1,
200281584,83,20011891,Medical Incident,1/28/2020,1/28/2020,1/28/2020 12:04,1/28/2020 12:05,1/28/2020 12:06,1/28/2020 12:06,1/28/2020 12:32,1/28/2020 12:32,1/28/2020 12:45,Code 2 Transport,1/28/2020 13:23,100 Block of 6TH ST,San Francisco,94103,B03,1,2251,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.78079208027532, -122.40838574549893)",200281584-83,9,14,2,34,28853,34,2,1,1,1
200031327,KM09,20001119,Medical Incident,1/3/2020,1/3/2020,1/3/2020 11:14,1/3/2020 11:17,1/3/2020 11:17,1/3/2020 11:18,1/3/2020 11:27,1/3/2020 11:56,1/3/2020 12:21,Code 2 Transport,1/3/2020 12:54,100 Block of NORTH POINT ST,San Francisco,94133,B01,28,1262,3,3,3,FALSE,Potentially Life-Threatening,1,PRIVATE,2,1,3,North Beach,"(37.807008828169955, -122.40968665663826)",200031327-KM09,10,3,1,23,308,23,1,,,
200133617,E36,20005561,Traffic Collision,1/13/2020,1/13/2020,1/13/2020 20:26,1/13/2020 20:26,1/13/2020 20:26,1/13/2020 20:27,1/13/2020 20:30,,,Code 2 Transport,1/13/2020 20:35,HAYES ST/LAGUNA ST,San Francisco,94102,B02,36,3413,A,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.77646430625282, -122.42626334490159)",200133617-E36,11,7,6,9,28852,10,9,,,
193032150,E12,19131008,Medical Incident,10/30/2019,10/30/2019,10/30/2019 13:38,10/30/2019 13:39,10/30/2019 13:40,10/30/2019 13:41,10/30/2019 13:58,,,Code 2 Transport,10/30/2019 13:58,1400 Block of WILLARD ST,San Francisco,94117,B05,12,5154,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,2,5,5,Inner Sunset,"(37.76328410370162, -122.45416352056358)",193032150-E12,11,15,8,14,29492,12,5,,,
192930502,E23,19126069,Alarms,10/20/2019,10/19/2019,10/20/2019 4:23,10/20/2019 4:26,10/20/2019 4:26,10/20/2019 4:27,10/20/2019 4:31,,,Fire,10/20/2019 4:38,1300 Block of 48TH AVE,San Francisco,94122,B08,23,7721,3,3,3,FALSE,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,"(37.76125699926099, -122.50820214345462)",192930502-E23,3,1,5,35,56,35,8,,,
200180231,54,20007369,Medical Incident,1/18/2020,1/17/2020,1/18/2020 1:50,1/18/2020 1:50,1/18/2020 1:51,1/18/2020 1:51,1/18/2020 1:52,,,Patient Declined Transport,1/18/2020 2:33,600 Block of SAN JOSE AVE,San Francisco,94110,B06,11,5577,B,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,6,8,Bernal Heights,"(37.74593902897983, -122.42180518927547)",200180231-54,5,2,4,2,28859,2,7,,,
193202197,E32,19138322,Medical Incident,11/16/2019,11/16/2019,11/16/2019 13:40,11/16/2019 13:42,11/16/2019 13:42,11/16/2019 13:44,11/16/2019 13:46,,,Code 2 Transport,11/16/2019 14:00,0 Block of THERESA ST,San Francisco,94112,B09,32,8264,3,2,2,TRUE,Non Life-threatening,1,ENGINE,1,9,11,Outer Mission,"(37.72827131877058, -122.4333851913405)",193202197-E32,6,9,4,28,28861,25,7,,,
200341870,E32,20014677,Medical Incident,2/3/2020,2/3/2020,2/3/2020 13:36,2/3/2020 13:39,2/3/2020 13:39,2/3/2020 13:40,,,,Cancelled,2/3/2020 13:44,0 Block of WEST VIEW AV,San Francisco,94134,B09,32,5685,3,3,3,FALSE,Non Life-threatening,1,ENGINE,2,9,9,Portola,"(37.7310324041971, -122.4182727691326)",200341870-E32,7,9,3,25,309,28,3,,,
200240408,E01,20010068,Alarms,1/24/2020,1/23/2020,1/24/2020 5:57,1/24/2020 5:59,1/24/2020 5:59,1/24/2020 6:02,1/24/2020 6:05,,,Fire,1/24/2020 6:06,0 Block of 3RD ST,San Francisco,94105,B03,1,2158,3,3,3,TRUE,Alarm,1,ENGINE,2,3,6,Financial District/South Beach,"(37.78729494656929, -122.40327706570574)",200240408-E01,9,12,2,8,28853,6,2,,,
193061846,E28,19132363,Medical Incident,11/2/2019,11/2/2019,11/2/2019 13:02,11/2/2019 13:04,11/2/2019 13:05,11/2/2019 13:06,11/2/2019 13:10,,,Code 2 Transport,11/2/2019 13:19,400 Block of BAY ST,San Francisco,94133,B01,28,1425,2,2,2,FALSE,Non Life-threatening,1,ENGINE,1,1,3,North Beach,"(37.805572106870535, -122.41443342976478)",193061846-E28,10,3,1,23,308,23,1,,,
193453319,KM14,19149459,Medical Incident,12/11/2019,12/11/2019,12/11/2019 17:18,12/11/2019 17:20,12/11/2019 17:26,12/11/2019 17:27,12/11/2019 17:32,12/11/2019 17:45,12/11/2019 18:23,Code 2 Transport,12/11/2019 18:42,700 Block of SUTTER ST,San Francisco,94109,B01,3,1463,2,2,2,FALSE,Potentially Life-Threatening,1,PRIVATE,2,1,3,Nob Hill,"(37.788757118759726, -122.41272444079587)",193453319-KM14,10,5,1,21,28858,21,1,,,
200251675,E31,20010624,Medical Incident,1/25/2020,1/25/2020,1/25/2020 12:45,1/25/2020 12:46,1/25/2020 12:46,1/25/2020 12:48,1/25/2020 12:49,,,Unable to Locate,1/25/2020 12:51,5100 Block of GEARY BLVD,San Francisco,94118,B07,31,7161,E,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.78068179730104, -122.47454291500246)",200251675-E31,2,11,9,29,54,26,6,,,
192772083,RC2,19119016,Medical Incident,10/4/2019,10/4/2019,10/4/2019 13:45,10/4/2019 13:45,10/4/2019 13:47,,,,,Code 2 Transport,10/4/2019 13:47,1100 Block of JOHN F KENNEDY DR,San Francisco,94122,B07,14,7211,C,E,3,TRUE,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,7,1,Golden Gate Park,"(37.76996444826794, -122.48493594722828)",192772083-RC2,2,11,9,12,55,8,6,,,
200380557,E10,20016265,Odor (Strange / Unknown),2/7/2020,2/6/2020,2/7/2020 7:18,2/7/2020 7:20,2/7/2020 7:20,2/7/2020 7:22,2/7/2020 7:25,,,Fire,2/7/2020 7:34,3800 Block of JACKSON ST,San Francisco,94118,B07,10,4443,3,3,3,TRUE,Alarm,1,ENGINE,1,7,2,Presidio Heights,"(37.789376703616405, -122.45842132191324)",200380557-E10,1,11,9,31,54,31,6,,,
200112649,B02,20004625,Structure Fire,1/11/2020,1/11/2020,1/11/2020 18:04,1/11/2020 18:06,1/11/2020 18:07,1/11/2020 18:08,1/11/2020 18:12,,,Fire,1/11/2020 18:15,500 Block of GEARY ST,San Francisco,94102,B01,3,1462,3,3,3,FALSE,Fire,1,CHIEF,7,1,6,Tenderloin,"(37.78672789856498, -122.4127398885486)",200112649-B02,9,5,1,36,28852,36,1,,,1
193503128,E38,19151731,Other,12/16/2019,12/16/2019,12/16/2019 18:22,12/16/2019 18:24,12/16/2019 18:24,12/16/2019 18:26,12/16/2019 18:28,,,Fire,12/16/2019 18:33,2300 Block of WASHINGTON ST,San Francisco,94115,B04,38,3436,2,2,2,TRUE,Alarm,1,ENGINE,1,4,2,Pacific Heights,"(37.791849815231124, -122.43190485916435)",193503128-E38,1,13,6,30,29490,27,9,,,
192954339,E16,19127363,Medical Incident,10/22/2019,10/22/2019,10/22/2019 21:35,10/22/2019 21:37,10/22/2019 21:37,10/22/2019 21:38,10/22/2019 21:41,,,Code 2 Transport,10/22/2019 21:47,2100 Block of UNION ST,San Francisco,94123,B04,16,3552,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,"(37.79724775028354, -122.43467923975814)",192954339-E16,1,13,6,13,57,17,9,,,
200372985,93,20016066,Medical Incident,2/6/2020,2/6/2020,2/6/2020 17:08,2/6/2020 17:08,2/6/2020 17:09,2/6/2020 17:09,2/6/2020 17:18,2/6/2020 17:28,2/6/2020 17:34,Code 2 Transport,2/6/2020 17:43,700 Block of HAIGHT ST,San Francisco,94117,B05,21,4142,A,2,2,TRUE,Non Life-threatening,1,MEDIC,1,5,5,Haight Ashbury,"(37.7715296499469, -122.43454290973868)",200372985-93,11,15,8,3,29492,9,5,,,
193043446,E21,19131586,Structure Fire,10/31/2019,10/31/2019,10/31/2019 19:00,10/31/2019 19:00,10/31/2019 19:01,10/31/2019 19:01,10/31/2019 19:04,,,Fire,10/31/2019 19:16,300 Block of ANZA ST,San Francisco,94118,B05,10,4457,3,3,3,TRUE,Fire,1,ENGINE,2,5,1,Lone Mountain/USF,"(37.780632917155614, -122.45031976718157)",193043446-E21,2,15,9,18,54,16,6,,,
193041309,E19,19131379,Alarms,10/31/2019,10/31/2019,10/31/2019 10:28,10/31/2019 10:29,10/31/2019 10:30,10/31/2019 10:31,10/31/2019 10:32,,,Fire,10/31/2019 10:51,200 Block of BUCKINGHAM WAY,San Francisco,94132,B08,19,8853,3,3,3,TRUE,Alarm,1,ENGINE,1,8,7,Lakeshore,"(37.725841088990414, -122.47886510417918)",193041309-E19,4,1,5,16,64,14,8,,,
200022857,E11,20000834,Medical Incident,1/2/2020,1/2/2020,1/2/2020 17:00,1/2/2020 17:02,1/2/2020 17:03,1/2/2020 17:03,1/2/2020 17:04,,,Code 2 Transport,1/2/2020 17:18,1300 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,11,5534,3,2,2,TRUE,Non Life-threatening,1,ENGINE,1,6,9,Mission,"(37.75157622480828, -122.41611759986651)",200022857-E11,7,2,7,20,28859,19,4,,3,
193420358,E08,19147777,Medical Incident,12/8/2019,12/7/2019,12/8/2019 2:05,12/8/2019 2:08,12/8/2019 2:08,12/8/2019 2:11,12/8/2019 2:12,,,Fire,12/8/2019 2:20,200 Block of BERRY ST,San Francisco,94158,B03,8,2225,2,2,2,TRUE,Non Life-threatening,1,ENGINE,1,3,6,Mission Bay,"(37.774870172973195, -122.39441707175159)",193420358-E08,9,6,2,4,310,20,2,,,
193532407,E35,19152954,Medical Incident,12/19/2019,12/19/2019,12/19/2019 15:29,12/19/2019 15:31,12/19/2019 15:32,12/19/2019 15:33,12/19/2019 15:43,,,Code 2 Transport,12/19/2019 16:00,2ND ST/TOWNSEND ST,San Francisco,94107,B03,8,2153,2,2,2,TRUE,Non Life-threatening,1,ENGINE,1,3,6,Mission Bay,"(37.7806067563614, -122.39052723470893)",193532407-E35,9,6,2,4,28856,20,2,,,
192801041,T13,19120313,Alarms,10/7/2019,10/7/2019,10/7/2019 8:51,10/7/2019 8:53,10/7/2019 8:53,10/7/2019 8:54,,,,Fire,10/7/2019 8:56,800 Block of MARKET ST,San Francisco,94102,B03,13,1322,3,3,3,FALSE,Alarm,1,TRUCK,2,3,3,Financial District/South Beach,"(37.78521973484751, -122.40667465898737)",192801041-T13,10,14,2,8,28852,6,2,,,
192782205,65,19119455,Traffic Collision,10/5/2019,10/5/2019,10/5/2019 13:15,10/5/2019 13:19,10/5/2019 13:20,10/5/2019 13:20,10/5/2019 13:31,10/5/2019 13:58,10/5/2019 14:06,Other,10/5/2019 16:05,1600 Block of SILVER AV,San Francisco,94134,B10,44,6542,2,2,2,TRUE,Non Life-threatening,1,MEDIC,1,10,10,Portola,"(37.732739231175, -122.40517104923119)",192782205-65,8,10,3,25,309,28,3,,,
193133925,E11,19135513,Smoke Investigation (Outside),11/9/2019,11/9/2019,11/9/2019 22:05,11/9/2019 22:09,11/9/2019 22:09,11/9/2019 22:11,,,,Fire,11/9/2019 22:19,24TH ST/SAN JOSE AV,San Francisco,94110,B06,11,5524,3,3,3,TRUE,Alarm,1,ENGINE,1,6,8,Mission,"(37.75204681157709, -122.42159515159983)",193133925-E11,5,2,7,20,28859,19,4,,,
200293808,T15,20012534,Alarms,1/29/2020,1/29/2020,1/29/2020 20:16,1/29/2020 20:17,1/29/2020 20:18,1/29/2020 20:20,1/29/2020 20:26,,,Fire,1/29/2020 20:35,1200 Block of SUNNYDALE AVE,San Francisco,94134,B09,44,6241,3,3,3,FALSE,Alarm,1,TRUCK,2,9,10,Visitacion Valley,"(37.71139736622506, -122.41396084602854)",200293808-T15,8,9,4,40,309,39,7,,,
200071271,E08,20002808,Other,1/7/2020,1/7/2020,1/7/2020 10:14,1/7/2020 10:14,1/7/2020 10:14,1/7/2020 10:16,,,,Cancelled,1/7/2020 10:19,NATOMA ST/1ST ST,San Francisco,94105,B03,35,2141,C,3,3,TRUE,Alarm,1,ENGINE,2,3,6,Financial District/South Beach,"(37.78896296351411, -122.39657076651976)",200071271-E08,9,12,2,8,28855,6,2,,,
192970066,E41,19127889,Smoke Investigation (Outside),10/24/2019,10/23/2019,10/24/2019 0:25,10/24/2019 0:27,10/24/2019 0:27,10/24/2019 0:29,10/24/2019 0:32,,,Fire,10/24/2019 0:35,0 Block of ADA CT,San Francisco,94109,B04,3,1544,3,3,3,FALSE,Alarm,1,ENGINE,1,4,6,Tenderloin,"(37.78587078883781, -122.41568726049253)",192970066-E41,9,13,10,36,28858,36,10,,,1
200102387,KM13,20004152,Medical Incident,1/10/2020,1/10/2020,1/10/2020 15:10,1/10/2020 15:10,1/10/2020 15:11,1/10/2020 15:11,1/10/2020 15:16,,,Patient Declined Transport,1/10/2020 16:02,GRACE ST/HOWARD ST,San Francisco,94103,B02,36,2341,C,E,3,FALSE,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,"(37.77437812066876, -122.41394376422728)",200102387-KM13,9,8,2,34,28853,34,2,1,1,
193332182,E03,19143837,Medical Incident,11/29/2019,11/29/2019,11/29/2019 16:21,11/29/2019 16:21,11/29/2019 16:21,11/29/2019 16:23,,,,Code 2 Transport,11/29/2019 16:39,200 Block of GOLDEN GATE AVE,San Francisco,94102,B02,3,1546,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.78186544733037, -122.41428534642068)",193332182-E03,9,7,10,36,28852,36,10,1,1,1
192850320,E36,19122635,Medical Incident,10/12/2019,10/11/2019,10/12/2019 2:23,10/12/2019 2:24,10/12/2019 2:25,10/12/2019 2:27,10/12/2019 2:29,,,Code 2 Transport,10/12/2019 2:43,9TH ST/MISSION ST,San Francisco,94103,B02,36,2336,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.77623051778775, -122.4147110046731)",192850320-E36,9,8,2,34,28853,34,2,1,1,1
200040728,T07,20001496,Alarms,1/4/2020,1/4/2020,1/4/2020 8:00,1/4/2020 8:01,1/4/2020 8:01,1/4/2020 8:02,1/4/2020 8:05,,,Fire,1/4/2020 8:15,500 Block of VALENCIA ST,San Francisco,94110,B02,7,5247,3,3,3,FALSE,Alarm,1,TRUCK,2,2,8,Mission,"(37.76410440995883, -122.42187797405046)",200040728-T07,5,8,7,20,28859,19,4,,3,
193433583,KM01,19148530,Medical Incident,12/9/2019,12/9/2019,12/9/2019 19:52,12/9/2019 19:55,12/9/2019 19:55,12/9/2019 19:55,12/9/2019 19:59,,,Patient Declined Transport,12/9/2019 20:51,300 Block of ELLIS ST,San Francisco,94102,B03,3,1461,2,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,3,6,Tenderloin,"(37.78491618436334, -122.41195004222199)",193433583-KM01,9,14,10,36,28852,36,10,,,1
